"","E003","E004","E005","E006","E007","E011","E012","E013","E016","E024","E050","E053","E054","E058","E065","E066","E070","E071","E079","E084","E085","E094","E095","E096","E097","E098","E100","E104","E105","E106","E109","E112","E113"
"ENSG00000005486",23.463,17.005,13.517,46.801,51.073,38.401,36.644,23.972,20.335,25.542,17.936,73.109,88.609,31.078,18.198,52.191,62.929,139.785,26.73,21.865,24.564,37.268,21.858,62.95,56.979,53.062,19.745,22.147,28.419,23.638,37.525,49.305,30.368
"ENSG00000005513",4.15,1.797,1.656,0.107,5.22,4.118,2.508,4.355,3.785,2.578,0.025,46.38,95.887,0.011,1.185,0.273,98.156,99.428,1.096,2.448,1.365,0.762,0.598,0.434,0.287,5.752,0.922,1.594,1.441,2.088,1.08,2.213,3.082
"ENSG00000005700",6.549,9.632,5.868,11.818,4.116,12.694,9.056,13.464,10.233,7.345,17.889,6.987,7.761,14.32,15.957,13.965,6.336,9.395,9.244,18.103,18.541,14.078,13.441,8.281,9.878,8.769,21.395,8.133,10.854,11.308,12.45,11.27,8.685
"ENSG00000005801",27.449,24.802,6.872,3.831,13.521,10.803,13.205,8.207,19.993,21.93,14.722,5.737,8.184,6.371,2.041,2.747,8.895,7.771,4.664,9.646,10.016,6.102,3.043,9.455,3.478,10.731,4.05,3.403,4.047,6.904,7.84,16.492,9.221
"ENSG00000005810",5.003,5.345,6.414,7.154,4.319,5.786,5.691,6.048,5.73,8.825,32.586,13.225,15.326,13.977,3.721,3.536,18.185,24.276,8.701,9.034,7.913,4.863,6.208,4.136,12.473,5.942,7.75,6.615,4.582,9.938,6.122,9.2,11.462
"ENSG00000005812",4.082,7.509,16.144,12.32,6.406,7.844,7.61,12.922,7.297,4.294,24.084,11.778,13.68,12.678,38.546,13.311,14.669,10.974,13.263,22.852,22.122,17.416,11.715,13.966,31.359,6.896,18.083,13.753,11.467,14.624,14.89,30.198,25.134
"ENSG00000005844",0.024,0.012,0.009,0.005,0.063,0.016,0.028,0.023,0.058,0.016,22.14,0.011,0.005,0.017,3.258,7.507,0.715,2.708,2.028,1.951,1.969,1.229,0.506,15.537,0.596,1.873,0.198,0.576,0.577,14.182,2.002,43.505,64.732
"ENSG00000005882",3.497,2.311,2.627,7.218,8.539,4.697,7.061,6.123,3.69,5.233,11.182,14.697,15.38,1.674,11.027,23.63,23.566,19.802,12.315,15.811,24.715,10.099,53.352,6.79,27.316,15.538,19.94,57.139,50.182,9.688,11.716,5.659,8.111
"ENSG00000005884",14.608,6.39,26.278,62.998,3.634,6.854,2.532,31.181,4.432,9.024,1.057,4.971,3.764,338.354,24.159,0.617,2.05,4.206,22.024,19.722,23.611,20.924,25.123,75.879,14.898,24.387,3.156,11.465,18.65,34.089,25.254,13.866,9.103
"ENSG00000005889",2.709,4.723,4.149,3.68,4.397,4.975,6.128,4.24,5.671,8.342,13.603,8.075,8.659,4.989,7.547,5.357,3.704,4.514,5.029,8.346,8.043,4.035,4.251,7.773,13.196,6.161,7.761,4.708,3.946,4.237,3.915,8.151,6.26
"ENSG00000005893",16.925,12.272,37.448,66.736,9.762,22.532,12.001,35.052,13.962,16.985,66.613,36.518,29.861,30.962,23.318,84.442,11.068,72.7,27.731,35.369,45.845,28.87,22.855,23.991,38.14,12.223,46.643,23.069,19.48,18.058,21.486,38.464,15.892
"ENSG00000005955",8.025,9.99,12.508,16.883,12.377,10.354,9.937,13.215,8.299,6.116,17.03,9.561,10.228,12.131,14.339,13.144,10.304,29.768,13.366,18.863,18.79,12.523,9.229,14.873,19.019,11.172,11.799,10.375,11.146,13.925,12.316,29.669,18.065
"ENSG00000005961",2.518,0.503,0.243,0.088,3.388,3.035,3.919,2.363,1.939,3.083,37.455,0.362,0.454,0.055,0.515,0.172,1.021,2.037,0.552,0.388,0.227,0.199,0.217,1.659,1.108,0.882,0.108,2.638,0.364,0.232,0.338,0.447,1.947
"ENSG00000005981",0.004,0.003,0.001,0.003,0.02,0.112,0.016,0.039,0.007,0.002,0,0.057,0.028,0.007,0,1.131,0.031,1.279,0.086,0.12,0.138,0.254,0.611,0.113,0.178,0.415,15.392,1.157,0.618,0.025,0.03,0.639,0.028
"ENSG00000006007",57.523,38.302,44.201,144.32,53.579,41.772,34.004,37.091,33.856,36.191,43.182,34.582,36.082,50.234,46.596,30.945,19.112,68.127,37.044,40.422,36.874,60.648,60.4,55.682,25.299,20.133,68.514,56.525,51.91,50.076,39.707,26.48,21.766
"ENSG00000006015",44.149,42.68,30.033,32.408,45.746,24.362,24.621,25.039,36.978,33.832,36.396,21.285,16.427,28.552,21.931,48.751,37.529,67.941,48.023,22.088,22.552,119.445,38.14,72.62,63.824,139.012,35.767,65.352,55.739,42.904,45.799,66.067,137.221
"ENSG00000006016",23.342,9.77,0.847,0.044,0.069,5.298,0.343,35.734,3.582,2.845,0.036,0.111,0.195,0.117,131.77,0,0.479,11.072,25.662,0.246,0.187,4.493,22.011,11.063,0.547,8.542,9.665,29.966,90.9,3.18,11.497,5.192,2.216
"ENSG00000006025",3.389,1.796,3.668,4.937,4.848,5.233,6.544,6.481,2.802,2.714,13.756,9.013,10.886,2.429,8.161,0.812,10.418,13.663,4.878,9.186,7.736,24.917,2.559,12.434,8.39,44.746,0.701,4.376,4.239,27.372,22.307,10.988,16.53
"ENSG00000006042",56.343,50.906,24.223,50.268,84.636,77.671,61.774,103.162,60.249,56.234,29.961,35.955,37.777,27.391,40.674,18.47,89.831,43.347,24.873,85.245,85.599,48.349,9.859,28.528,180.66,21.279,1.3,20.263,12.284,34.739,56.809,5.05,4.611
"ENSG00000006047",31.75,8.406,0.249,0.032,5.226,3.679,5.269,0.892,11.407,42.833,0.323,1.278,0.796,0.189,3.804,0.916,0.773,2.318,6.754,1.511,1.991,1.305,0.649,0.308,0.186,1.212,0.816,4.055,1.046,22.564,11.778,0.454,0.144
"ENSG00000006059",0,0,0.017,0,0,0,0,0,0,0,0,0,0,0.376,0,0,0.055,0,1.193,0,0,0,0,0,0,0,0,0,0,0,0,1.955,0.013
"ENSG00000006062",2.67,1.579,0.959,0.977,2.946,2.759,4.284,2.363,2.839,3.676,8.566,6.401,4.979,5.048,6.024,4.805,7.516,3.967,10.837,5.335,4.016,8.496,8.54,7.06,7.345,20.086,19.444,10.332,9.409,15.872,10.093,17.776,17.32
"ENSG00000006071",0.35,0.027,0,0,0.229,0.757,0.436,0.07,0.177,1.342,0.003,0.912,2.591,0,0.093,0.02,3.307,8.281,0.059,5.182,2.363,5.91,0.568,3.993,0.09,55.821,0.032,1.506,0.753,0.456,0.866,0.134,0.034
"ENSG00000006074",0,0,0,0,0.011,0,0,0,0,0,0.065,0,0,0.007,39.333,0.438,0,0.044,0.569,0.098,0.081,0.683,0.267,50.304,0.929,0.099,0.058,0.199,0.546,30.18,12.844,221.133,48.832
"ENSG00000006075",0,0.005,0.007,0.002,0,0,0,0.168,0,0,1.019,0,0,0,19.886,23.911,0.218,1.451,0.782,5.559,1.862,10.455,0.181,4.015,2.362,0.569,0.039,0.26,0.345,1.774,0.762,18.775,20.117
"ENSG00000006114",4.426,4.246,4.761,4.65,7.033,9.029,11.866,6.614,6.607,6.49,8.801,8.095,9.359,3.123,2.389,2.426,7.883,7.203,4.264,8.293,9.419,4.185,2.855,3.7,5.74,4.878,4.541,2.714,2.021,7.464,4.376,10.005,9.961
"ENSG00000006116",0.02,0.003,0,0.006,0.003,0.19,0.115,0.019,0,0.009,0.003,0,0.3,0,0,0.009,4.596,20.304,0,0.009,0.014,0,0,0,0,0.034,0.023,0,0,0,0,0.075,0
"ENSG00000006118",19.585,7.371,15.976,16.726,23.282,37.266,26.508,19.419,18.475,17.47,0.008,46.931,52.679,7.903,0.986,0.177,24.217,16.256,10.47,4.329,1.889,26.01,2.93,2.521,10.408,5.668,0.634,2.507,4.252,2.854,2.87,1.832,5.306
"ENSG00000006125",50.948,70.542,50.888,62.808,58.294,86.698,100.72,102.021,87.164,88.593,102.725,181.329,149.113,113.177,19.562,14.592,112.964,57.636,29.032,49.714,46.034,47.149,38.17,55.217,44.525,32.887,28.895,34.466,32.309,69.225,55.674,34.111,34.828
"ENSG00000006128",3.193,5.044,0.072,0,0.279,1.238,0.604,0.509,1.025,1.398,0,0,0.013,0,0.607,0.184,5.031,2.452,0.165,4.596,0.484,0.137,0.115,0.148,0.108,0.42,0.008,0.758,0.034,1.199,24.969,1.087,9.836
"ENSG00000006194",11.8,14.769,8.158,10.449,14.539,11.975,12.429,10.378,11.74,10.144,17.88,9.88,11.36,9.352,8.31,7.866,7.64,9.371,11.424,17.457,18.254,11.123,6.802,13.39,20.07,14.094,10.71,6.082,8.122,9.094,9.881,23.882,20.694
"ENSG00000006210",2.697,0.728,2.864,1.28,3.614,5.095,4.133,3.916,2.72,2.436,0.003,37.189,26.759,0.056,24.643,14.918,9.813,21.625,24.416,20.152,17.052,9.675,13.613,31.404,10.988,31.613,4.012,24.433,18.225,9.401,19.216,7.541,2.96
"ENSG00000006282",6.074,3.549,4.775,13.13,6.856,6.165,8.143,8.733,6.143,6.057,6.31,6.423,4.216,11.397,10.713,10.694,6.443,16.793,14.662,18.998,21.228,48.663,12.27,14.049,26.601,55.816,3.593,27.68,16.461,16.146,9.72,6.028,37.459
"ENSG00000006283",1.479,0.86,0.025,0.009,2.256,3.9,4.202,1.396,1.225,2.498,0.001,2.768,3.741,0.027,0.025,0.006,3.73,1.721,0.086,0.919,0.839,0.103,0.065,0.122,1.043,0.21,0.027,3.571,0.102,0.16,0.034,0.216,0.043
"ENSG00000006327",80.582,110.918,86.32,74.304,8.795,27.001,6.463,46.618,54.288,68.057,2.334,77.972,36.299,304.607,96.42,30.376,3.026,2.93,15.393,28.548,16.588,137.079,442.856,196.363,7.278,273.754,127.122,80.087,599.049,9.984,35.173,40.368,15.524
"ENSG00000006377",0.008,0.1,4.313,0,0.372,0.122,0.116,0.655,0.045,0.072,0.005,0.837,3.353,0.096,0.133,0,24.898,0.393,0.026,0.008,0.002,0,0.007,0,0.072,0,0,0.013,0.007,0.016,0.041,1.132,0.009
"ENSG00000006432",5.157,4.93,4.227,0.287,6.884,5.206,5.653,1.314,5.714,8.47,0.594,0.365,1.194,4.229,0.901,0.227,1.631,4.509,6.905,1.611,2.098,2.033,2.302,2.983,0.695,4.871,0.817,1.142,0.412,3.594,3.111,0.419,1.624
"ENSG00000006451",37.183,53.235,23.797,30.152,42.712,25.206,29.984,35.404,37.886,21.432,52.083,15.261,15.958,28.815,30.765,12.946,18.577,31.081,42.476,20.042,19.638,37.059,20.353,30.405,21.375,11.027,23.196,18.403,20.165,32.328,35.626,32.535,19.444
"ENSG00000006453",15.83,16.159,24.783,6.189,9.824,5.262,12.671,13.399,12.02,22.691,0.356,0.155,0.225,34.392,5.67,14.176,0.184,0.621,15.305,15.895,13.351,32.909,1.625,15.176,1.216,25.272,0.587,1.727,2.764,25.446,19.395,5.083,1.398
"ENSG00000006459",3.37,4.735,4.142,0.855,3.554,6.975,5.094,6.126,4.042,3.032,7.036,2.079,2.824,2.82,5.419,4.61,5.67,3.007,4.474,10.998,9.064,5.348,4.787,4.167,4.015,3.822,18.326,4.785,3.53,8.056,6.937,7.458,4.594
"ENSG00000006468",17.763,11.831,0.089,9.671,15.982,11.228,6.045,9.856,16.61,12.156,0.059,67.284,67.097,1.168,3.703,1.204,8.742,7.631,0.755,8.658,3.739,1.342,13.72,16.405,0.555,1.036,0.263,6.664,9.431,0.674,1.928,1.547,1.525
"ENSG00000006530",6.847,7.261,4.387,5.12,8.198,7.234,7.051,6.152,7.091,6.955,11.084,7.399,7.631,8.564,2.632,3.505,6.752,3.754,5.121,9.14,8.135,4.634,8.95,6.37,4.55,3.555,2.679,11.461,9.272,3.845,3.861,6.579,5.208
"ENSG00000006555",0.28,0.194,0.069,0.001,0.035,0.003,0.021,0,0.102,0.366,0.939,0.01,0.073,2.324,3.178,0.688,0.179,0.284,34.808,9.696,9.934,3.542,0.061,2.605,0.134,5.406,0.012,0.026,0.053,16.118,6.277,2.656,1.294
"ENSG00000006576",7.885,5.767,12.706,16.204,8.197,6.064,7.188,8.417,6.211,8.172,6.636,4.134,4.808,9.259,7.422,2.272,4.411,2.612,4.686,3.953,3.705,1.44,11.944,5.46,4.444,4.093,42.886,4.999,9.025,3.587,1.952,9.064,11.251
"ENSG00000006606",37.703,3.911,0.068,1.151,0.003,0.044,0.031,0.063,3.247,4.95,0,0.021,0,0,0,0.076,0,0.365,0.49,0.066,0.024,1.006,0.342,1.332,25.467,0.446,0.189,0.494,0.607,0.864,2.23,1.489,0.251
"ENSG00000006607",1.572,1.809,2.513,1.94,1.926,2.859,2.953,2.049,1.664,2.628,1.819,4.896,5.315,4.439,3.553,2.716,2.678,4.371,5.106,6.474,7.844,4.98,2.548,4.55,4.184,12.468,1.77,1.81,2.218,7.352,6.479,4.231,4.471
"ENSG00000006611",0.475,0.064,0.278,0,0.231,0.204,0.234,0.082,0.162,0.569,0.001,0,0,0,11.614,0.292,0,3.4,0.03,68.245,80.898,4.173,0.034,0.058,0,5.044,0.018,0.076,0.027,34.914,36.413,0.151,0.017
"ENSG00000006625",37.702,39.659,16.176,6.628,38.376,15.35,30.601,8.047,26.972,21.648,26.049,12.419,10.259,22.947,32.286,15.147,4.978,18.388,30.926,19.513,20.276,27.108,16.046,42.428,14.299,18.302,10.317,16.147,21.148,29.901,40.221,33.967,23.198
"ENSG00000006634",22.271,30.19,6.353,5.185,31.768,16.098,15.805,12.691,24.291,12.767,8.662,5.036,4.913,10.457,1.815,1.332,5.056,1.56,2.106,6.708,5.396,3.561,0.835,4.087,2.265,2.834,1.918,0.809,1.042,4.989,5.672,11.859,5.958
"ENSG00000006638",0.956,0.584,0.517,6.259,0.125,0.229,0.135,2.92,0.432,0.599,1.867,0.045,0.019,0.457,12.4,5.423,1.859,1.662,1.599,0.821,0.678,0.896,1.958,2.842,1.697,1.605,0.477,2.008,3.222,1.336,2.311,1.316,4.838
"ENSG00000006652",8.921,17.653,68.952,7.26,12.327,11.647,10.777,10.651,11.388,6.958,36.892,4.717,5.459,10.063,19.212,4.694,4.97,8.473,11.404,9.949,8.544,11.083,19.122,16.347,10.434,25.524,22.61,10.537,28.784,10.958,14.869,20.177,10.513
"ENSG00000006659",1.017,0.089,0.53,0,0,0,0,0,0,0.004,0.02,0,0,0,0,0,0.104,0,0.006,0.017,2.109,0,0,0,0,0,0.012,0,0,0.027,0,1.062,0
"ENSG00000006695",9.995,12.983,7.071,5.827,10.121,7.66,8.633,7.854,12.225,9.565,8.399,5.742,5.705,12.948,5.701,6.415,5.85,2.804,7.58,8.057,9.042,11.202,28.713,5.549,4.683,4.093,46.581,16.105,25.119,13.134,14.337,5.16,5.103
"ENSG00000006704",8.823,7.628,4.826,6.082,22.519,15.063,17.15,9.933,8.696,14.477,0.575,10.113,10.175,11.456,1.483,1.58,13.15,3.872,14.451,13.804,14.683,4.616,10.882,7.791,7.012,6.322,19.683,5.106,10.673,5.56,6.188,3.391,1.204
"ENSG00000006712",19.204,33.166,41.948,35.677,26.275,26.959,22.263,27.611,28.13,20.163,29.286,47.546,43.484,29.276,33.636,39.005,43.916,55.561,45.155,23.945,24.66,44.126,42.238,39.076,53.446,37.002,41.206,42.603,43.55,33.497,33.08,33.994,49.323
"ENSG00000006715",7.594,7.979,8.014,14.621,9.885,12.801,15.463,10.161,12.057,8.605,18.384,14.812,17.726,7.762,17.131,6.189,14.184,21.546,7.449,17.953,18.608,10.336,6.564,9.259,12.454,8.645,3.813,8.537,5.363,8.45,8.482,15.746,11.765
"ENSG00000006740",6.148,3.987,2.653,0.196,5.534,3.308,4.968,3.08,5.196,8.676,0.937,0.059,0.141,1.846,6.087,0.428,2.212,12.787,2.5,1.784,1.244,6.491,5.792,13.529,7.4,5.215,0.754,6.402,4.079,13.76,11.941,2.06,0.74
"ENSG00000006744",28.549,29.629,17.254,11.91,14.274,16.099,20.043,15.629,25.81,26.128,20.801,18.511,17.534,21.008,4.968,10.048,8.905,9.534,15.452,12.613,12.119,12.715,21.114,11.723,11.829,17.274,20.983,13.309,21.622,14.624,17.529,11.878,17.672
"ENSG00000006747",0.387,0.171,1.527,0.003,0.007,0.012,0.009,0.018,0.164,0.084,0.26,0.049,0.013,0.005,8.135,0.027,0.414,7.568,4.989,1.612,1.241,2.16,0.011,4.984,1.359,0.678,0.024,0.154,0.014,9.585,2.366,0.215,0.353
"ENSG00000006756",1.977,0.77,5.272,4.708,1.361,2.293,1.907,2.662,0.953,1.695,22.117,6.736,6.151,1.916,2.125,34.776,4.259,5.621,7.795,15.506,18.461,14.677,4.332,19.651,18.685,20.63,0.476,2.195,3.815,6.174,11.785,3.821,4.219
"ENSG00000006757",4.987,6.245,4.035,4.772,11.4,3.964,6.594,4.48,4.444,4.905,6.068,0.344,0.548,6.331,6.328,25.966,1.833,5.521,3.894,4.702,4.8,9.559,7.183,7.773,10.711,3.09,8.79,16.84,6.818,4.368,5.296,5.067,3.934
"ENSG00000006788",0.005,0.005,0.001,0.007,0,0,0.008,0.034,0,0.004,0.015,0.007,0.002,0,0.035,0.004,0.002,0.066,0.037,0.069,0.127,2.736,0.008,0.029,0.005,0.025,1.464,0.005,0.006,0.061,0.015,0.115,0.055
"ENSG00000006831",15.63,17.543,19.547,20.455,17.772,25.547,19.549,17.837,17.848,13.322,16.676,16.156,15.123,20.944,14.191,37.713,11.154,40.976,24.793,22.823,25.488,26.556,21.421,27.614,20.417,11.826,30.623,20.283,20.776,40.399,40.097,17.994,16.474
"ENSG00000006837",3.981,6.191,3.833,3.031,6.955,9.137,9.976,8.263,11.815,10.838,9.282,9.626,11.208,10.346,7.59,3.847,10.33,9.044,3.638,5.635,5.312,5.627,9.172,2.621,4.365,2.068,9.108,6.338,7.456,4.996,5.479,4.75,3.883
"ENSG00000007001",0,0,0.006,0,0.01,0.014,0,0.027,0,0,0.02,0.006,0.009,0,0,7.974,0.784,2.358,0.013,0.048,0.102,0,0,0.025,0.094,0.002,0,0.008,0.014,0.043,0.016,0.417,0.005
"ENSG00000007038",0.813,0.46,0,0,0.008,0,0,0,0.022,1.37,17.274,0.013,0.035,5.838,0,0.222,0,0.239,0.85,0.175,0.073,0.811,0.004,3.286,0.363,1.375,0.031,0.01,0,0.49,0.13,0.565,3.78
"ENSG00000007047",13.07,8.626,13.257,20.095,25.091,18.444,18.393,24.737,14.274,14.582,10.299,17.802,16.117,21.156,5.112,3.868,27.123,12.027,14.157,6.22,5.894,14.52,12.628,12.212,18.916,17.089,7.496,12.487,12.439,5.612,5.911,6.695,8.35
"ENSG00000007062",39.041,26.208,8.057,0.838,16.627,13.491,14.336,5.566,17.392,20.037,91.007,5.544,6.076,0.002,1.567,0.936,6.01,2.425,2.335,6.471,9.777,2.851,0.67,2.526,0.091,9.947,0.076,1.422,0.816,10.06,3.898,0.29,0.131
"ENSG00000007080",49.998,62.032,52.283,49.71,67.404,62.911,59.889,60.235,70.965,62.599,27.299,66.328,53.535,81.797,121.044,47.795,101.908,91.278,96.047,27.096,22.996,120.811,127,112.16,63.192,86.164,113.44,107.505,188.619,81.705,85.038,60.262,75.691
"ENSG00000007129",0.228,0.092,0.064,0.091,0.552,0.121,0.041,2.33,0.087,0.024,5.635,0,0,0,2.212,0.228,0.237,1.691,0.303,0.37,0.277,0.553,0.145,3.8,1.506,0.535,0.048,0.309,0.331,2.866,0.583,5.352,11.984
"ENSG00000007168",19.534,31.597,33.388,34.538,43.163,57.998,71.294,44.144,49.446,28.144,33.729,52.699,50.838,39.252,54.015,21.842,50.552,48.615,30.263,48.614,38.568,37.949,65.419,30.835,35.275,17.492,105.993,33.997,43.975,38.925,39.144,43.107,33.828
"ENSG00000007171",0.787,0.454,53.124,0.002,2.466,0.86,90.735,1.576,0.969,1.038,0.048,0.101,0.084,0,0.47,0.045,0.351,0.528,0.094,0.902,0.539,0,0.059,0.411,2.31,0.184,0.073,0.037,0.045,90.79,33.737,0.225,0.133
"ENSG00000007174",0.093,0.02,0.01,0,0.062,0.115,0.181,0.047,0.229,0.063,0.007,0.897,1.358,0.042,0,0.004,0.325,1.663,0.046,0.033,0.014,0.042,0.002,1.053,0.216,0.284,0.005,0.015,0.006,0.069,0.034,0.036,0.017
"ENSG00000007202",44.791,39.343,42.054,29.697,31.388,42.713,46.628,36.63,45.472,53.553,70.09,70.653,67.526,61.517,12.782,7.459,35.894,19.613,25.767,31.043,31.723,19.027,31.772,21.919,25.491,23.772,56.357,19.21,20.723,43.097,41.633,17.196,23.529
"ENSG00000007216",0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,24.245,2.157,0,0.019,0.025,6.259,23.283,0,0.017,0.051,0.007,0.098,0.156,0.004,0,10.299,135.037,0.098,0.041
"ENSG00000007237",3.097,10.126,12.675,13.751,4.184,3.589,3.113,9.884,2.51,1.669,9.23,5.265,6.439,0.478,9.105,0.74,5.27,59.526,11.824,10.814,3.292,25.648,28.102,7.582,6.944,4.92,1.458,31.592,29.355,10.615,10.925,3.911,15.264
"ENSG00000007255",20.814,10.472,11.659,5.647,30.102,24.863,24.738,16.038,17.251,23.035,43.264,17.056,17.833,2.238,12.774,68.891,9.137,33.253,23.971,24.404,33.714,43.198,8.198,29.795,21.176,23.06,5.526,15.627,12.539,29.043,27.248,41.246,76.674
"ENSG00000007264",8.058,3.174,0.201,0.001,0.846,0.226,1.363,0.023,2.179,5.742,36.153,0.098,0.059,0.021,2.202,1.379,1.997,14.366,1.371,2.465,1.987,2.845,0.486,16.738,0.377,1.879,0.087,0.219,0.615,3.955,2.509,11.262,15.309
"ENSG00000007306",0,0,0,0.001,0.009,0,0.039,0,0.037,0.051,0,0,0,0,9.401,0,0.011,0,64.319,0.043,0.081,0.104,0.061,0.457,0.009,1.926,0.006,0.041,0,778.216,0.348,1.704,0.124
"ENSG00000007312",1.786,0.634,0.117,0.023,0.508,0.312,0.556,3.803,0.839,0.477,23.803,0,0,0.101,0.42,4.496,0.088,0.778,2.162,0.434,0.676,1.49,3.047,1.28,0.541,1.004,1.05,1.549,5.14,53.647,4.716,20.398,267.582
"ENSG00000007314",2.526,0.92,0.109,0.004,2.884,0.7,1.26,0.358,1.931,4.721,0.637,0,0,0.002,0.012,0.093,0.073,0.053,0.205,0.158,0.168,0.29,0.297,0.047,0.293,2.568,26.885,0.95,0.517,0.314,0.331,0.337,1.007
"ENSG00000007341",2.983,1.881,1.419,2.452,2.754,2.389,3.255,1.922,2.223,2.763,4.697,2.272,2.936,3.244,1.764,2.409,3.019,2.942,2.842,3.948,3.064,1.795,2.391,3.113,3.708,3.227,2.092,2.181,3.093,1.653,2.177,2.855,2.172
"ENSG00000007350",0.006,0.008,0,0.001,1.514,0.918,1.643,0.113,0.37,0.026,0.084,0.239,0.022,0,0,0.139,2.392,0.119,0.025,0.053,0.06,0,1.71,0,0.586,0.014,0.105,2.661,1.546,0.065,0.041,0.354,0.115
"ENSG00000007372",0.013,0.023,0.001,0,24.452,2.517,17.508,0.082,0.467,0.191,0.384,9.385,1.029,0,0.027,0.013,18.044,6.011,0.006,1.078,0.686,0.126,0.005,0.003,0.004,4.298,0.002,0.008,0.004,0.036,0.152,0.075,0.002
"ENSG00000007376",17.995,21.001,18.267,14.291,10.784,11.334,12.958,8.984,20.199,17.957,16.62,16.316,15.424,26.105,7.608,4.729,9.261,12.807,17.819,10.218,10.373,30.366,16.508,27.742,12.378,33.145,16.822,9.846,21.143,23.384,23.375,18.871,35.088
"ENSG00000007384",15.518,40.539,19.882,28.334,12.179,11.646,8.412,15.456,8.941,15.669,2.261,12.88,9.954,11.194,9.579,1.417,1.485,4.514,20.854,4.917,3.5,6.741,10.978,19.653,22.357,26.209,3.952,11.074,19.13,8.208,4.195,3.552,4.946
"ENSG00000007392",17.641,16.279,11.559,7.747,34.893,26.149,25.651,18.889,17.572,17.84,23.808,11.3,17.734,6.607,5.006,4.49,29.673,27.763,17.22,19.279,14.516,15.208,5.899,26.371,18.295,69.927,10.447,9.276,12.086,11.07,10.852,73.707,43.535
"ENSG00000007402",9.287,2.498,0.13,0.034,8.606,5.573,9.656,3.735,7.733,24.671,1.393,0.334,0.551,0.018,0.684,0.207,7.332,1.888,0.568,4.253,3.299,2.728,0.518,79.767,2.319,5.878,0.47,18.837,0.618,0.791,0.799,1.027,0.581
"ENSG00000007516",2.632,0.951,1.117,1.937,1.411,10.22,2.779,5.185,1.375,1.177,6.009,11.965,5.922,0.03,0.402,2.385,9.932,34.887,2.143,4.75,4.129,4.139,1.231,3.868,0.64,58.163,0.742,1.21,2.205,3.653,3.487,4.632,7.311
"ENSG00000007520",22.641,32.539,28.054,36.295,29.679,32.139,30.828,35.604,39.59,30.787,23.567,38.461,32.614,54.289,83.493,44.073,35.529,51.721,40.041,24.233,23.601,86.763,50.025,58.598,36.914,53.358,71.74,50.166,66.803,49.253,50.315,41.575,66.514
"ENSG00000007541",7.369,4.536,8.006,6.04,7.768,11.649,10.361,9.635,7.605,9.197,8.493,19.194,19.441,8.214,4.722,4.502,16.965,9.419,12.862,5.319,4.942,15.954,9.386,30.832,12.982,69.481,10.266,7.08,12.747,12.482,13.348,16.363,22.279
"ENSG00000007545",8.308,9.085,8.564,4.962,11.053,11.46,14.941,8.181,10.089,12.762,17.534,12.167,13.704,7.854,4.1,1.445,10.982,4.715,8.627,9.364,8.562,5.179,5.7,7.152,10.135,18.75,5.544,6.642,4.779,8.487,8.11,9.895,8.525
"ENSG00000007866",15.16,34.845,160.174,34.445,35.398,22.868,20.177,25.187,14.614,27.049,0.234,13.51,12.249,21.562,21.445,5.72,3.159,2.033,66.737,27.202,23.517,25.895,24.402,18.366,29.744,14.856,9.287,24.341,28.904,21.847,13.494,13.71,5.467
"ENSG00000007908",0,0,0.03,0,0.017,0,0.005,12.517,0,0.002,0.009,0,0,0,0.027,1.032,0.007,2.4,2.484,0.549,1.021,0.7,2.596,2.251,3.16,1.067,0.275,2.745,3.477,0.958,3.158,1.367,0.292
"ENSG00000007923",32.068,47.521,18.366,19.145,18.97,17.916,21.104,13.023,28.049,30.193,13.309,19.047,19.548,26.549,9.499,11.329,13.63,13.447,15.757,16.13,15.053,19.216,26.459,13.919,13.027,25.447,32.383,25.562,25.236,26.943,25.199,13.268,21.836
"ENSG00000007933",0.008,0.002,0.001,0.017,0.002,0,0.007,0,0.011,0.008,0,0.023,0,0.002,7.453,211.762,0.024,2.37,0.999,0.064,0.052,6.426,0.475,4.902,0.221,2.351,0.776,1.242,0.663,0.442,0.474,1.522,0.351
"ENSG00000007944",10.716,12.439,19.872,22.398,3.427,5.033,3.273,26.079,10.519,12.959,36.644,0.231,2.75,1.39,66.028,4.253,2.279,18.569,15.668,22.068,27.606,12.712,8.177,18.567,35.232,10.118,12.395,12.095,8.842,12.656,13.976,25.834,21.789
"ENSG00000007952",0.003,0,0.014,0.033,0.01,0,0.007,0,0,0,0.093,0.002,0.002,0,0.091,0,0,0.023,0.254,1.357,4.109,0,0.006,0.093,0.06,0.031,0.002,0,0,44.252,0.006,1.434,0
"ENSG00000007968",2.493,1.769,0.943,0.406,3.899,6.92,4.249,0.747,2.81,2.496,0.65,4.882,2.933,0.824,0.693,0.103,7.057,0.088,4.036,1.773,1.766,1.391,0.058,1.017,0.099,0.067,0.024,0.04,0.067,9.451,4.327,2.223,2.478
"ENSG00000008018",80.053,105.698,85.165,67.148,78.983,75.217,63.636,76.773,89.013,71.612,65.132,32.809,34.151,64.853,108.386,140.305,51.096,52.396,61.879,49.028,50.501,100.498,89.942,147.285,75.894,57.093,80.203,95.983,109.595,78.713,99.137,99.258,91.659
